ClusterId,ClusterName,CTV3Code,Description
TIASFCHRONHD,TIASF Chronic heart disease codes,P553.,Lutembacher's syndrome
TIASFCHRONHD,TIASF Chronic heart disease codes,P55z.,Ostium secundum atrial septal defect NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P56..,Endocardial cushion defects
TIASFCHRONHD,TIASF Chronic heart disease codes,P560.,"Endocardial cushion defects, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P561.,Ostium primum defect
TIASFCHRONHD,TIASF Chronic heart disease codes,P56y.,Other specified endocardial cushion defects
TIASFCHRONHD,TIASF Chronic heart disease codes,P56z.,Endocardial cushion defects NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P56z1,Common atrioventricular canal
TIASFCHRONHD,TIASF Chronic heart disease codes,P56z2,Common atrioventricular-type ventricular septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,P57..,Cor biloculare
TIASFCHRONHD,TIASF Chronic heart disease codes,P5y..,Other heart bulb and septal closure defect
TIASFCHRONHD,TIASF Chronic heart disease codes,P5z..,Heart bulb or septal closure defects NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P6...,Other congenital heart anomalies
TIASFCHRONHD,TIASF Chronic heart disease codes,P60..,Congenital pulmonary valve abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,P600.,"Pulmonary valve anomaly, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P601.,Congenital atresia of the pulmonary valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P6010,Hypoplasia of pulmonary valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P601z,Congenital atresia of pulmonary valve NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P602.,Congenital pulmonary valve stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P6020,Congenital fusion of pulmonic cusps
TIASFCHRONHD,TIASF Chronic heart disease codes,P6021,Congenital fusion of pulmonary valve segment
TIASFCHRONHD,TIASF Chronic heart disease codes,P602z,Congenital pulmonary stenosis NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P603.,(Right hypoplastic heart synd) or (pseudotruncus arteriosus)
TIASFCHRONHD,TIASF Chronic heart disease codes,P60z.,Other pulmonary valve anomalies
TIASFCHRONHD,TIASF Chronic heart disease codes,P60z0,Congenital insufficiency of the pulmonary valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P60z1,Fallot's trilogy
TIASFCHRONHD,TIASF Chronic heart disease codes,P60z2,Supernumerary pulmonary valve cusps
TIASFCHRONHD,TIASF Chronic heart disease codes,P60zz,Other pulmonary valve anomaly NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P61..,Congenital tricuspid atresia and stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P610.,Tricuspid atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,P611.,Congenital tricuspid stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P61z.,Congenital tricuspid atresia or stenosis NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P62..,Ebstein's anomaly of tricuspid valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P63..,Congenital aortic valve stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P64..,Congenital aortic valve insufficiency
TIASFCHRONHD,TIASF Chronic heart disease codes,P640.,"Congenital aortic valve insufficiency, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P641.,Bicuspid aortic valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P64z.,Congenital aortic valve insufficiency NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P65..,Congenital mitral stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P650.,"Congenital mitral stenosis, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P651.,Fused commissure of the mitral valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P652.,Parachute malformation of mitral valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P653.,Supernumerary cusps of the mitral valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P65z.,Congenital mitral stenosis NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P66..,Congenital mitral regurgitation
TIASFCHRONHD,TIASF Chronic heart disease codes,P67..,Hypoplastic left heart syndrome
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y..,Other specified heart anomalies
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y0.,Subaortic stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y1.,Cor triatriatum
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y2.,Pulmonary infundibular stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y3.,Obstructive heart anomaly NEC
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y30,Paper thin right ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y3z,Obstructive heart anomaly NEC NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y4.,Coronary artery abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y40,Congenital absence of coronary artery
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y41,Single coronary artery
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y42,Coronary artery from aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y43,Anomalous origin of coronary artery from pulmonary trunk
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y45,Congenital coronary aneurysm
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y46,Congenital stricture of coronary artery
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y4z,Coronary artery anomaly NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y60,Heart predominantly in right hemithorax
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y62,Mesocardia
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y63,Extrathoracic heart
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y64,Abdominal heart
TIASFCHRONHD,TIASF Chronic heart disease codes,P6y6z,Heart or cardiac apex malposition NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy.,(Specif heart anom ([vars]) or (hypoplast aort orif/valve)
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy0,Atresia of cardiac vein
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy1,Hypoplasia of cardiac vein
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy2,Congenital cardiomegaly
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy3,Congenital left ventricular diverticulum
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy5,Congenital anomaly of myocardium
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy6,Congenital aneurysm of heart
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy7,Atresia of heart valve NEC
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy8,Cor triloculare
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yy9,Congenital epicardial cyst
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yyA,Hemicardia
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yyB,Supernumerary heart valve cusps NEC
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yyD,Fusion of heart valve cusps NEC (& [tricuspid])
TIASFCHRONHD,TIASF Chronic heart disease codes,P6yyz,Other specified heart anomalies NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P6z..,(Congenital heart anomaly NOS) or (Chiari's malformation)
TIASFCHRONHD,TIASF Chronic heart disease codes,P6z0.,Unspecified anomaly of heart valve
TIASFCHRONHD,TIASF Chronic heart disease codes,P6z1.,Anomalous bands of heart
TIASFCHRONHD,TIASF Chronic heart disease codes,P6z10,Anomalous atrial bands
TIASFCHRONHD,TIASF Chronic heart disease codes,P6z11,Anomalous ventricular bands
TIASFCHRONHD,TIASF Chronic heart disease codes,P6z1z,Anomalous bands of heart NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P6z2.,Acyanotic congenital heart disease NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P6zz.,Congenital heart anomaly NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P71..,Aortic coarctation
TIASFCHRONHD,TIASF Chronic heart disease codes,P710.,"Hypoplasia of aortic arch, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P713.,Interrupted aortic arch
TIASFCHRONHD,TIASF Chronic heart disease codes,P71z.,Coarctation of aorta NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P72..,(Other anomalies aorta) or (anomalies aorta excl coarction)
TIASFCHRONHD,TIASF Chronic heart disease codes,P720.,"Anomaly of aorta, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P7210,Anomalous origin of the aortic arch
TIASFCHRONHD,TIASF Chronic heart disease codes,P7211,Aorta [dextraposition] or [overriding]
TIASFCHRONHD,TIASF Chronic heart disease codes,P7212,(Double aortic arch) or (vascular ring)
TIASFCHRONHD,TIASF Chronic heart disease codes,P7213,Thoracic aorta diverticulum
TIASFCHRONHD,TIASF Chronic heart disease codes,P7214,Persistent aortic arch convolutions
TIASFCHRONHD,TIASF Chronic heart disease codes,P7215,Persistent right aortic arch
TIASFCHRONHD,TIASF Chronic heart disease codes,P7216,"Vascular ring, aorta"
TIASFCHRONHD,TIASF Chronic heart disease codes,P7217,Overriding aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,P721z,Aortic arch anomalies NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P722.,Atresia and stenosis of aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,P7220,Congenital absence of aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,P7221,Aplasia of aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,P7224,Aortic stenosis: [supra-valvula] or [congenital ascending]
TIASFCHRONHD,TIASF Chronic heart disease codes,P7225,Atresia of aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,P722z,Atresia or stenosis of aorta NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P72z.,Other anomalies of aorta NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P72z0,Sinus of Valsalva aneurysm
TIASFCHRONHD,TIASF Chronic heart disease codes,P73..,Pulmonary artery abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,P730.,"Pulmonary artery anomaly, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P731.,Pulmonary artery absent
TIASFCHRONHD,TIASF Chronic heart disease codes,P732.,Pulmonary artery atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,P733.,Coarctation of the pulmonary artery
TIASFCHRONHD,TIASF Chronic heart disease codes,P734.,Pulmonary artery hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,P735.,Pulmonary artery: [stenosis] or [congenital stricture]
TIASFCHRONHD,TIASF Chronic heart disease codes,P738.,Atresia of pulmonary artery with septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,P73y.,Other specified anomaly of pulmonary artery
TIASFCHRONHD,TIASF Chronic heart disease codes,P73z.,Pulmonary artery anomaly NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P74..,Anomalies of great veins
TIASFCHRONHD,TIASF Chronic heart disease codes,P740.,"Anomaly of great veins, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P7400,"Anomaly of the pulmonary veins, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P7401,"Anomaly of the vena cava, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,P740z,"Unspecified anomaly of the great veins, NOS"
TIASFCHRONHD,TIASF Chronic heart disease codes,P741.,Total anomalous pulmonary venous connection
TIASFCHRONHD,TIASF Chronic heart disease codes,P7410,Subdiaphragmatic total anomalous pulmonary venous return
TIASFCHRONHD,TIASF Chronic heart disease codes,P7411,Supradiaphragmatic total anomalous pulmonary venous return
TIASFCHRONHD,TIASF Chronic heart disease codes,P741z,Total anomalous pulmonary venous return NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z0,Absence of inferior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z1,Absence of superior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z2,Congenital inferior vena cava stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z3,Congenital superior vena cava stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z4,Persistent left posterior cardinal vein
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z5,Persistent left superior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z6,Scimitar syndrome
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z7,Transposition of pulmonary veins
TIASFCHRONHD,TIASF Chronic heart disease codes,P74z8,Pulmonary vein atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,P74zz,Other great vein anomaly NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,PK34.,Situs inversus with levocardia
TIASFCHRONHD,TIASF Chronic heart disease codes,PK35.,Kartageners syndrome
TIASFCHRONHD,TIASF Chronic heart disease codes,PKy71,Holt-Oram syndrome
TIASFCHRONHD,TIASF Chronic heart disease codes,PKyz1,Acardia
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu20,[X]Other cong malformatn of cardiac chambers & connections
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu21,[X]Other congenital malformations of cardiac septa
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu22,[X]Other congenital malformations of pulmonary valve
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu23,[X]Other congenital malformations of tricuspid valve
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu24,[X]Other congenital malformations of aortic & mitral valves
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu25,[X]Other specified congenital malformations of the heart
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu26,[X]Other congenital malformations of aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu27,[X]Other congenital malformations of pulmonary artery
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu28,[X]Other congenital malformations of great arteries
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu29,[X]Other congenital malformations of great veins
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu2G,"[X]Congenital malformation of tricuspid valve, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu2H,[X]Congenital malformation of aortic and mitral valves unsp
TIASFCHRONHD,TIASF Chronic heart disease codes,Pyu2J,"[X]Congenital malformation of great arteries, unspecified"
TIASFCHRONHD,TIASF Chronic heart disease codes,Q48y1,Congenital cardiac failure
TIASFCHRONHD,TIASF Chronic heart disease codes,X2006,Triple vessel disease of the heart
TIASFCHRONHD,TIASF Chronic heart disease codes,X2007,Angina at rest
TIASFCHRONHD,TIASF Chronic heart disease codes,X2008,Stable angina
TIASFCHRONHD,TIASF Chronic heart disease codes,X2009,Unstable angina
TIASFCHRONHD,TIASF Chronic heart disease codes,X200A,New onset angina
TIASFCHRONHD,TIASF Chronic heart disease codes,X200C,Myocardial ischaemia
TIASFCHRONHD,TIASF Chronic heart disease codes,X200D,Silent myocardial ischaemia
TIASFCHRONHD,TIASF Chronic heart disease codes,X200E,Myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200G,Acute Q wave infarction - anteroseptal
TIASFCHRONHD,TIASF Chronic heart disease codes,X200H,Acute non-Q wave infarction - anteroseptal
TIASFCHRONHD,TIASF Chronic heart disease codes,X200I,Acute Q wave infarction - anterolateral
TIASFCHRONHD,TIASF Chronic heart disease codes,X200J,Acute non-Q wave infarction - anterolateral
TIASFCHRONHD,TIASF Chronic heart disease codes,X200K,Acute inferior myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200L,Acute Q wave infarction - inferior
TIASFCHRONHD,TIASF Chronic heart disease codes,X200M,Acute non-Q wave infarction - inferior
TIASFCHRONHD,TIASF Chronic heart disease codes,X200N,Acute Q wave infarction - inferolateral
TIASFCHRONHD,TIASF Chronic heart disease codes,X200O,Acute non-Q wave infarction - inferolateral
TIASFCHRONHD,TIASF Chronic heart disease codes,X200P,Acute lateral myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200Q,Acute Q wave infarction - lateral
TIASFCHRONHD,TIASF Chronic heart disease codes,X200R,Acute non-Q wave infarction - lateral
TIASFCHRONHD,TIASF Chronic heart disease codes,X200S,Acute widespread myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200T,Acute Q wave infarction - widespread
TIASFCHRONHD,TIASF Chronic heart disease codes,X200U,Acute non-Q wave infarction - widespread
TIASFCHRONHD,TIASF Chronic heart disease codes,X200V,Acute posterior myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200W,Old anterior myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200X,Old inferior myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200Y,Old lateral myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200Z,Old posterior myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200a,Silent myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200e,Cardiac rupture after acute myocardial infarction
TIASFCHRONHD,TIASF Chronic heart disease codes,X200v,Familial mitral valve prolapse
TIASFCHRONHD,TIASF Chronic heart disease codes,X2010,Congenital mitral valve abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X2018,Congenital aortic regurgitation
TIASFCHRONHD,TIASF Chronic heart disease codes,X201B,Congenital aortic valve abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X201F,Congenital tricuspid regurgitation
TIASFCHRONHD,TIASF Chronic heart disease codes,X201H,Congenital tricuspid valve abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X201M,Congenital pulmonary regurgitation
TIASFCHRONHD,TIASF Chronic heart disease codes,X201g,Chronic myocardial disorder due to chemical/external agent
TIASFCHRONHD,TIASF Chronic heart disease codes,X203E,Chronic cor pulmonale
TIASFCHRONHD,TIASF Chronic heart disease codes,X203H,Eisenmenger's syndrome
TIASFCHRONHD,TIASF Chronic heart disease codes,X203v,Coronary artery thrombosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X207c,Congenital abnormality of great veins and coronary sinus
TIASFCHRONHD,TIASF Chronic heart disease codes,X40AV,Congenital heart disease in pregnancy
TIASFCHRONHD,TIASF Chronic heart disease codes,X776w,Right ventricular fibromuscular infundibular stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X776x,Right ventricular muscular infundibular stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X777J,Right ventricular hypertrophy
TIASFCHRONHD,TIASF Chronic heart disease codes,X777h,Bicuspid doming of aortic cusp
TIASFCHRONHD,TIASF Chronic heart disease codes,X778j,Aortic root congenital abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77AN,Intermittent second degree atrioventricular block
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tW,Congenital heart disease
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tX,Fusion of tricuspid valve cusps NEC
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tY,Congenital insufficiency of heart valve NEC
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tZ,Hypoplasia of heart NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ta,"Congenital heart disease, septal and bulbar anomalies"
TIASFCHRONHD,TIASF Chronic heart disease codes,X77td,Congenital cardiac rotation
TIASFCHRONHD,TIASF Chronic heart disease codes,X77te,Heart rotated to right
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tf,Heart rotated to left
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tg,Abnormal location of cardiac apex
TIASFCHRONHD,TIASF Chronic heart disease codes,X77th,Congenital abnormality of relationship of cardiac component
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ti,Abnormal relationship of right ventricle to left ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tj,Criss-cross heart
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tk,Abnormal relationship of aortic orifice to pulmonary orifice
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tl,Mirror-imaged heart
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tm,Congenital abnormality of cardiac connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77to,Abnormal atrioventricular connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tp,Abnormal atrioventricular connection - biventricular
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tq,Cor triloculare biventriculare
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tr,Discordant atrioventricular connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tt,Ambiguous atrioventricular connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tu,Absent atrioventricular connection with straddling valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tv,Abnormal atrioventricular connection - univentricular
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tw,Double inlet ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tx,Double inlet right ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ty,Double inlet left ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77tz,Double inlet to ventricle of indeterminate morphology
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u0,Absent right sided atrioventricular connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u1,Left sided atrium connecting to left ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u2,Left sided atrium connecting to right ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u3,Left sided atrium connecting to both ventricles
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u4,Lt side atrium connecting ventricle indeterminate morphology
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u5,Absent left sided atrioventricular connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u6,Right sided atrium connecting to right ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u7,Right sided atrium connecting to both ventricles
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u8,Rt sided atrium connectng ventricle indeterminate morphology
TIASFCHRONHD,TIASF Chronic heart disease codes,X77u9,Abnormal ventriculoarterial connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uA,Transposition of arterial trunk NEC
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uB,Transposition of aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uC,Discordt ventric/arterial connct + concordt atriovent connct
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uE,Double outlet rt ventricle + subaort ventriculr septl defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uF,Double outlet rt vent + noncommitted ventriculr septl defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uG,Double outlet rt vent + doubly commit ventric septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uH,Double outlet left ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uI,Double outlet from ventricle of indeterminate morphology
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uJ,Single outlet ventriculoarterial connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uL,Solitary aortic trunk with pulmonary atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uM,Solitary pulmonary trunk with aortic atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uN,Solitary arterial trunk
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uQ,Superior vena cava abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uS,Atretic right superior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uT,Absent right superior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uV,Anomalous insertion right superior vena cava to left atrium
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uW,Bilateral superior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uX,Laevoatrial cardinal vein
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uY,Absent bridging vein
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uZ,Inferior vena cava abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ua,Inferior vena cava interruption
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ub,Inf vena cava interruptn + lt sided hemiazygos continuation
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uc,Inf vena cava interruptn with rt sided azygos continuation
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ud,Inf vena cava interruptn with bilateral azygos continuation
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ue,Abnormal inferior vena caval connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uf,Inferior vena cava connecting to morphological left atrium
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ug,Inferior vena cava connecting to coronary sinus
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uh,Inferior vena cava to left of spine
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ui,Inferior cava to left of spine with right descending aorta
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uj,Pulmonary vein abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uk,Anomalous termination of right pulmonary vein
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ul,Anomalous pulmonary venous connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77um,Obstructed pulmonary venous connection
TIASFCHRONHD,TIASF Chronic heart disease codes,X77un,Congenital pulmonary vein stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uo,Coronary sinus abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77up,Coronary sinus defect in left atrium
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uq,Absent coronary sinus
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ur,Coronary sinus orifice atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77us,Congenital coronary sinus stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ut,Coronary sinus to left ventricle fistula
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uu,Congenital aneurysm of coronary sinus
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uv,Ductus venosus abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uw,Patent ductus venosus
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uy,Abnormal connection of hepatic vein to atrium
TIASFCHRONHD,TIASF Chronic heart disease codes,X77uz,Congenital abnormality of atria and atrial septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v0,Isomerism of atrial appendages
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v1,Isomerism of right appendage
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v2,Isomerism of left appendage
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v3,Mirror imaged atria
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v5,Prominent valve of inferior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v6,Obstructive Eustachian valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v7,Prolapse of Eustachian valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v8,Anomalous valve of coronary sinus
TIASFCHRONHD,TIASF Chronic heart disease codes,X77v9,Filigreed network of venous valves
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vB,Right atrial appendage absent
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vC,Right atrial appendage - left - juxtaposition
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vE,Right atrial endocardial fibroelastosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vF,Right atrial hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vK,Divided left atrium
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vL,Supramitral left atrial ring
